precinct,Month,ComplainCount,FelonyCrimes,MisdimCrimes,Borough,BarCount
44.0,3,485,461,350,BRONX,5
44.0,4,607,473,358,BRONX,5
44.0,5,1105,455,393,BRONX,5
44.0,6,974,356,295,BRONX,5
44.0,7,960,418,298,BRONX,5
44.0,8,987,385,311,BRONX,5
44.0,9,899,400,294,BRONX,5
44.0,10,594,374,308,BRONX,5
44.0,11,519,439,337,BRONX,5
44.0,12,661,342,290,BRONX,5
45.0,1,123,106,136,BRONX,29
45.0,2,86,92,119,BRONX,29
45.0,3,112,118,118,BRONX,29
45.0,4,128,104,108,BRONX,29
45.0,5,289,84,124,BRONX,29
45.0,6,262,87,129,BRONX,29
45.0,7,318,93,122,BRONX,29
45.0,8,167,100,124,BRONX,29
45.0,9,224,95,121,BRONX,29
45.0,10,149,79,133,BRONX,29
45.0,11,106,79,79,BRONX,29
45.0,12,136,100,100,BRONX,29
46.0,1,350,320,171,BRONX,14
46.0,2,307,246,166,BRONX,14
46.0,3,324,259,176,BRONX,14
46.0,4,331,229,179,BRONX,14
46.0,5,471,271,195,BRONX,14
46.0,6,535,257,154,BRONX,14
46.0,7,625,296,200,BRONX,14
46.0,8,507,276,215,BRONX,14
46.0,9,498,332,211,BRONX,14
46.0,10,425,319,196,BRONX,14
46.0,11,388,242,159,BRONX,14
46.0,12,457,241,171,BRONX,14
47.0,1,164,235,211,BRONX,17
47.0,2,179,228,196,BRONX,17
47.0,3,192,247,211,BRONX,17
47.0,4,229,199,217,BRONX,17
47.0,5,395,210,193,BRONX,17
47.0,6,434,250,179,BRONX,17
47.0,7,495,186,210,BRONX,17
47.0,8,539,251,248,BRONX,17
47.0,9,414,210,179,BRONX,17
47.0,10,282,287,225,BRONX,17
47.0,11,200,197,189,BRONX,17
47.0,12,218,217,195,BRONX,17
48.0,1,212,279,194,BRONX,17
48.0,2,197,277,184,BRONX,17
48.0,3,247,262,195,BRONX,17
48.0,4,272,293,170,BRONX,17
48.0,5,321,269,177,BRONX,17
48.0,6,323,226,157,BRONX,17
48.0,7,420,245,180,BRONX,17
48.0,8,375,375,212,BRONX,17
48.0,9,309,271,204,BRONX,17
48.0,10,340,312,215,BRONX,17
48.0,11,259,198,201,BRONX,17
48.0,12,306,175,166,BRONX,17
49.0,1,230,141,160,BRONX,5
49.0,2,164,158,139,BRONX,5
49.0,3,238,158,134,BRONX,5
49.0,4,294,127,146,BRONX,5
49.0,5,297,156,155,BRONX,5
49.0,6,294,171,154,BRONX,5
49.0,7,403,171,138,BRONX,5
49.0,8,269,164,128,BRONX,5
49.0,9,286,164,109,BRONX,5
49.0,10,214,162,124,BRONX,5
49.0,11,207,190,140,BRONX,5
49.0,12,222,171,127,BRONX,5
50.0,1,237,77,62,BRONX,20
50.0,2,159,113,79,BRONX,20
50.0,3,196,91,73,BRONX,20
50.0,4,248,83,72,BRONX,20
50.0,5,238,109,72,BRONX,20
50.0,6,293,90,63,BRONX,20
50.0,7,240,78,48,BRONX,20
50.0,8,185,84,75,BRONX,20
50.0,9,216,81,67,BRONX,20
50.0,10,212,114,88,BRONX,20
50.0,11,214,80,55,BRONX,20
50.0,12,286,83,78,BRONX,20
52.0,1,474,293,241,BRONX,8
52.0,2,415,257,187,BRONX,8
52.0,3,438,271,214,BRONX,8
52.0,4,540,321,195,BRONX,8
52.0,5,819,297,254,BRONX,8
52.0,6,651,292,185,BRONX,8
52.0,7,730,267,193,BRONX,8
52.0,8,587,232,227,BRONX,8
52.0,9,562,237,191,BRONX,8
52.0,10,569,337,244,BRONX,8
52.0,11,480,278,223,BRONX,8
52.0,12,535,283,229,BRONX,8
60.0,1,66,188,147,BROOKLYN,7
60.0,2,53,209,164,BROOKLYN,7
60.0,3,89,234,170,BROOKLYN,7
60.0,4,109,238,193,BROOKLYN,7
60.0,5,171,188,127,BROOKLYN,7
60.0,6,142,212,188,BROOKLYN,7
60.0,7,171,186,145,BROOKLYN,7
60.0,8,183,234,173,BROOKLYN,7
60.0,9,107,196,152,BROOKLYN,7
60.0,10,91,182,149,BROOKLYN,7
60.0,11,92,176,145,BROOKLYN,7
60.0,12,93,180,120,BROOKLYN,7
61.0,1,71,123,108,BROOKLYN,22
61.0,2,60,106,86,BROOKLYN,22
61.0,3,90,127,92,BROOKLYN,22
61.0,4,76,131,95,BROOKLYN,22
61.0,5,147,108,90,BROOKLYN,22
61.0,6,124,92,90,BROOKLYN,22
61.0,7,100,83,74,BROOKLYN,22
61.0,8,71,101,91,BROOKLYN,22
61.0,9,147,95,86,BROOKLYN,22
61.0,10,109,115,96,BROOKLYN,22
61.0,11,81,108,93,BROOKLYN,22
61.0,12,105,111,97,BROOKLYN,22
62.0,1,111,71,95,BROOKLYN,28
62.0,2,104,75,97,BROOKLYN,28
62.0,3,136,91,114,BROOKLYN,28
62.0,4,103,104,108,BROOKLYN,28
62.0,5,201,107,120,BROOKLYN,28
62.0,6,104,84,83,BROOKLYN,28
62.0,7,123,99,91,BROOKLYN,28
62.0,8,87,89,87,BROOKLYN,28
62.0,9,104,92,75,BROOKLYN,28
62.0,10,150,117,87,BROOKLYN,28
62.0,11,118,103,85,BROOKLYN,28
62.0,12,126,86,67,BROOKLYN,28
63.0,1,43,69,75,BROOKLYN,16
63.0,2,34,99,86,BROOKLYN,16
63.0,3,100,80,84,BROOKLYN,16
63.0,4,104,64,74,BROOKLYN,16
63.0,5,189,100,78,BROOKLYN,16
63.0,6,250,67,78,BROOKLYN,16
63.0,7,264,72,60,BROOKLYN,16
63.0,8,233,76,68,BROOKLYN,16
63.0,9,240,106,78,BROOKLYN,16
63.0,10,105,86,77,BROOKLYN,16
63.0,11,105,82,64,BROOKLYN,16
63.0,12,67,65,67,BROOKLYN,16
66.0,1,85,75,72,BROOKLYN,14
66.0,2,89,71,65,BROOKLYN,14
66.0,3,159,100,82,BROOKLYN,14
66.0,4,130,89,60,BROOKLYN,14
66.0,5,175,65,71,BROOKLYN,14
66.0,6,108,66,51,BROOKLYN,14
66.0,7,134,65,58,BROOKLYN,14
66.0,8,85,72,76,BROOKLYN,14
66.0,9,134,74,56,BROOKLYN,14
66.0,10,136,94,55,BROOKLYN,14
66.0,11,105,48,61,BROOKLYN,14
66.0,12,105,67,59,BROOKLYN,14
67.0,1,206,233,184,BROOKLYN,28
67.0,2,175,229,148,BROOKLYN,28
67.0,3,204,281,190,BROOKLYN,28
67.0,4,246,282,163,BROOKLYN,28
67.0,5,448,269,213,BROOKLYN,28
67.0,6,468,239,157,BROOKLYN,28
67.0,7,604,200,144,BROOKLYN,28
67.0,8,504,232,142,BROOKLYN,28
67.0,9,503,230,166,BROOKLYN,28
67.0,10,221,247,166,BROOKLYN,28
67.0,11,210,209,166,BROOKLYN,28
67.0,12,257,223,136,BROOKLYN,28
68.0,1,95,95,70,BROOKLYN,44
68.0,2,83,95,82,BROOKLYN,44
68.0,3,71,115,85,BROOKLYN,44
68.0,4,114,103,83,BROOKLYN,44
68.0,5,170,91,63,BROOKLYN,44
68.0,6,145,98,63,BROOKLYN,44
68.0,7,108,86,62,BROOKLYN,44
68.0,8,139,107,92,BROOKLYN,44
68.0,9,180,114,64,BROOKLYN,44
68.0,10,223,127,100,BROOKLYN,44
68.0,11,113,111,100,BROOKLYN,44
68.0,12,152,121,85,BROOKLYN,44
69.0,1,38,117,98,BROOKLYN,1
69.0,2,48,105,67,BROOKLYN,1
69.0,3,70,165,98,BROOKLYN,1
69.0,4,60,120,86,BROOKLYN,1
69.0,5,155,141,101,BROOKLYN,1
69.0,6,279,124,95,BROOKLYN,1
69.0,7,317,132,86,BROOKLYN,1
69.0,8,268,137,94,BROOKLYN,1
69.0,9,250,130,101,BROOKLYN,1
69.0,10,90,106,102,BROOKLYN,1
69.0,11,62,89,91,BROOKLYN,1
69.0,12,53,92,78,BROOKLYN,1
70.0,1,223,184,149,BROOKLYN,15
70.0,2,225,156,137,BROOKLYN,15
70.0,3,233,197,146,BROOKLYN,15
70.0,4,311,129,158,BROOKLYN,15
70.0,5,416,146,146,BROOKLYN,15
70.0,6,333,136,127,BROOKLYN,15
70.0,7,376,114,123,BROOKLYN,15
70.0,8,303,146,154,BROOKLYN,15
70.0,9,371,131,137,BROOKLYN,15
70.0,10,340,140,170,BROOKLYN,15
70.0,11,277,117,114,BROOKLYN,15
70.0,12,305,129,142,BROOKLYN,15
71.0,1,227,184,166,BROOKLYN,15
71.0,2,157,196,140,BROOKLYN,15
71.0,3,272,202,136,BROOKLYN,15
71.0,4,242,196,143,BROOKLYN,15
71.0,5,383,154,137,BROOKLYN,15
71.0,6,448,147,130,BROOKLYN,15
71.0,7,466,134,123,BROOKLYN,15
71.0,8,390,144,132,BROOKLYN,15
71.0,9,495,183,117,BROOKLYN,15
71.0,10,370,190,146,BROOKLYN,15
71.0,11,245,150,140,BROOKLYN,15
71.0,12,307,166,124,BROOKLYN,15
72.0,1,97,104,100,BROOKLYN,32
72.0,2,96,130,102,BROOKLYN,32
72.0,3,126,171,114,BROOKLYN,32
72.0,4,130,154,124,BROOKLYN,32
72.0,5,316,154,112,BROOKLYN,32
72.0,6,391,112,104,BROOKLYN,32
72.0,7,314,88,82,BROOKLYN,32
72.0,8,241,116,97,BROOKLYN,32
72.0,9,347,99,83,BROOKLYN,32
72.0,10,240,169,88,BROOKLYN,32
72.0,11,102,149,113,BROOKLYN,32
72.0,12,129,145,127,BROOKLYN,32
75.0,1,198,397,358,BROOKLYN,18
75.0,2,218,446,369,BROOKLYN,18
75.0,3,213,513,421,BROOKLYN,18
75.0,4,292,449,395,BROOKLYN,18
75.0,5,498,458,354,BROOKLYN,18
75.0,6,641,456,348,BROOKLYN,18
75.0,7,654,435,337,BROOKLYN,18
75.0,8,477,446,362,BROOKLYN,18
75.0,9,559,379,311,BROOKLYN,18
75.0,10,260,438,369,BROOKLYN,18
75.0,11,211,371,307,BROOKLYN,18
75.0,12,200,381,264,BROOKLYN,18
76.0,1,23,102,50,BROOKLYN,15
76.0,2,29,77,59,BROOKLYN,15
76.0,3,54,104,65,BROOKLYN,15
76.0,4,60,97,56,BROOKLYN,15
76.0,5,87,92,80,BROOKLYN,15
76.0,6,135,100,63,BROOKLYN,15
76.0,7,80,97,70,BROOKLYN,15
76.0,8,76,103,76,BROOKLYN,15
76.0,9,64,107,69,BROOKLYN,15
76.0,10,64,92,83,BROOKLYN,15
76.0,11,43,78,58,BROOKLYN,15
76.0,12,51,113,69,BROOKLYN,15
77.0,1,316,180,142,BROOKLYN,46
77.0,2,236,156,120,BROOKLYN,46
77.0,3,312,199,141,BROOKLYN,46
77.0,4,423,172,131,BROOKLYN,46
77.0,5,555,158,143,BROOKLYN,46
77.0,6,612,205,120,BROOKLYN,46
77.0,7,610,169,96,BROOKLYN,46
77.0,8,553,183,118,BROOKLYN,46
77.0,9,632,158,99,BROOKLYN,46
77.0,10,378,242,171,BROOKLYN,46
77.0,11,201,151,138,BROOKLYN,46
77.0,12,258,188,151,BROOKLYN,46
78.0,1,108,92,75,BROOKLYN,38
78.0,2,62,87,84,BROOKLYN,38
78.0,3,117,108,93,BROOKLYN,38
78.0,4,131,82,88,BROOKLYN,38
78.0,5,217,99,102,BROOKLYN,38
78.0,6,216,77,77,BROOKLYN,38
78.0,7,158,71,61,BROOKLYN,38
78.0,8,203,66,87,BROOKLYN,38
78.0,9,234,80,110,BROOKLYN,38
78.0,10,200,80,107,BROOKLYN,38
78.0,11,85,79,79,BROOKLYN,38
78.0,12,105,74,113,BROOKLYN,38
79.0,1,183,241,216,BROOKLYN,36
79.0,2,192,224,187,BROOKLYN,36
79.0,3,281,223,181,BROOKLYN,36
79.0,4,472,214,147,BROOKLYN,36
79.0,5,621,177,148,BROOKLYN,36
79.0,6,836,188,161,BROOKLYN,36
79.0,7,612,179,125,BROOKLYN,36
79.0,8,556,211,148,BROOKLYN,36
79.0,9,585,200,179,BROOKLYN,36
79.0,10,429,175,162,BROOKLYN,36
79.0,11,250,235,178,BROOKLYN,36
79.0,12,344,202,143,BROOKLYN,36
81.0,1,75,255,171,BROOKLYN,13
81.0,2,99,189,169,BROOKLYN,13
81.0,3,132,193,129,BROOKLYN,13
81.0,4,156,181,123,BROOKLYN,13
81.0,5,270,158,117,BROOKLYN,13
81.0,6,366,146,105,BROOKLYN,13
81.0,7,292,151,100,BROOKLYN,13
81.0,8,300,213,122,BROOKLYN,13
81.0,9,311,155,102,BROOKLYN,13
81.0,10,210,139,118,BROOKLYN,13
81.0,11,146,151,135,BROOKLYN,13
81.0,12,117,121,121,BROOKLYN,13
83.0,1,333,197,147,BROOKLYN,50
83.0,2,380,208,147,BROOKLYN,50
83.0,3,400,195,140,BROOKLYN,50
83.0,4,569,170,107,BROOKLYN,50
83.0,5,931,201,163,BROOKLYN,50
83.0,6,973,179,125,BROOKLYN,50
83.0,7,842,146,101,BROOKLYN,50
83.0,8,730,164,123,BROOKLYN,50
83.0,9,798,125,105,BROOKLYN,50
83.0,10,714,162,132,BROOKLYN,50
83.0,11,428,147,115,BROOKLYN,50
83.0,12,431,129,93,BROOKLYN,50
84.0,1,41,182,201,BROOKLYN,20
84.0,2,42,187,203,BROOKLYN,20
84.0,3,53,192,215,BROOKLYN,20
84.0,4,88,154,200,BROOKLYN,20
84.0,5,128,187,221,BROOKLYN,20
84.0,6,175,185,219,BROOKLYN,20
84.0,7,89,86,138,BROOKLYN,20
84.0,8,114,195,225,BROOKLYN,20
84.0,9,147,104,198,BROOKLYN,20
84.0,10,111,129,172,BROOKLYN,20
84.0,11,88,131,182,BROOKLYN,20
84.0,12,71,151,195,BROOKLYN,20
88.0,1,120,91,97,BROOKLYN,38
88.0,2,146,122,91,BROOKLYN,38
88.0,3,138,142,93,BROOKLYN,38
88.0,4,323,115,90,BROOKLYN,38
88.0,5,299,100,101,BROOKLYN,38
88.0,6,341,93,85,BROOKLYN,38
88.0,7,275,65,58,BROOKLYN,38
88.0,8,584,128,88,BROOKLYN,38
88.0,9,1645,132,83,BROOKLYN,38
88.0,10,230,89,65,BROOKLYN,38
88.0,11,108,80,72,BROOKLYN,38
88.0,12,116,235,68,BROOKLYN,38
90.0,1,325,187,147,BROOKLYN,126
90.0,2,264,191,147,BROOKLYN,126
90.0,3,388,192,135,BROOKLYN,126
90.0,4,521,171,136,BROOKLYN,126
90.0,5,846,188,148,BROOKLYN,126
90.0,6,735,202,168,BROOKLYN,126
90.0,7,481,126,105,BROOKLYN,126
90.0,8,439,157,130,BROOKLYN,126
90.0,9,515,135,129,BROOKLYN,126
90.0,10,607,136,137,BROOKLYN,126
90.0,11,355,159,136,BROOKLYN,126
90.0,12,338,117,121,BROOKLYN,126
94.0,1,130,85,82,BROOKLYN,114
94.0,2,105,61,66,BROOKLYN,114
94.0,3,153,82,61,BROOKLYN,114
